0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03	3.062018116573289768e-03
3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02	3.217783879412849934e-02
7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02	7.659608431123010597e-02
1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01	1.245212757152569794e-01
1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01	1.734005368726939944e-01
2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01	2.245128064187800199e-01
2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01	2.768510980217739892e-01
3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01	3.308832027942880116e-01
3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01	3.860676339505620391e-01
